Titel;Nøgle
Underskrift fra vidner/myndighed mangler;mb-underskrift-fra-vidner-myndighed-mangler
Underskrift på ansøgning mangler;mb-underskrift-paa-ansoegning-mangl
Undtagelse af interne dok.;mb-undtagelse-af-interne-dok
Undtagelse af interne dok. og andre personer;mb-undtagelse-af-interne-dok-og-andre-per
Utilstrækkelig adresse;mb-utilstraekkelig-adr
Verserende FØP sag;mb-verserende-foep-sag
Verserende sag;mb-verserende-sag
Ingen verserende sag;mb-vers-sag
Virksomhedsresultat mindre end 12 måneder;mb-virksomhedsres-mindre-end-12-maaneder
Vi sender som aftalt;mb-vi-sender-som-aftalt
Åben tekst;mb-aaben-tekst
MF - Skriv dato fx xx. måned 20xx;m-dato-fx-xx-md-20xx
MF - Skriv dato fx xx. måned 20xx – se VL-artikel 2901.;m-dato-se-VL-artikel.
MF - Skriv 'din' eller 'navn';m-din-eller-navn
MF - Skriv emne;m-emne
MF - Afsendelsesform ENG;mf-afsendelsesform-eng
MF - Skriv hvad der bedes om aktindsigt i/påklagede sag;mf-aktindsigt-klageindhold
MF - Skriv ansøgningsdato;mf-ansoegningsdato
MF - Skriv barnet/børnene;mf-barnet-boernene
MF - Begrundelse for ændringen;mf-begrundelse-for-aendringen
MF - Skriv beløb;mf-beloeb
MF - Beløb i alt;mf-beloeb-i-alt
MF - Skriv beskæftigelsens art;mf-beskaeftigelsens-art
MF - Bipersons adresse;mf-bipersons-adresse
MF - Bipersons navn;mf-bipersons-navn
MF - Bopælstid bopælsår;mf-bopaelstid-bopaelsaar
MF - Bopælstid optjeningspct;mf-bopaelstid-optjeningspct
MF - Bopælstid slutdato;mf-bopaelstid-slutdato
MF - Bopælstid startdato;mf-bopaelstid-startdato
MF - Borgers bemærkninger;mf-borgers-bemaerkninger
MF - Skriv fx ‘conversation’ eller ‘letter’;mf-conversation-letter
MF - Dato se VL artikel ENG;mf-dato-se-VL-artikel-en
MF - Dig/navn;mf-dig-navn
MF - 'Din' eller lignede;mf-din-eller-lignende
MF - Din/navn;mf-din-navn
MF - Skriv dokumentnavne;mf-dokumentnavne
MF - Du eller myndigheden har oplyst;mf-du-eller-myndigheden-har-opl
MF - Erhverv/branche;mf-erhverv-branche
MF - Skriv as a ‘ [erhverv]/within [branche];mf-erhverv-branche-eng
MF - Flere år;mf-flere-aar
MF - Skriv første dag i reguleringsperioden;mf-foerste-dag-reguleringsperioden
MF - Skriv hvad du kan se i folkeregisteret;mf-folkeregisteroplysning
MF - Forklaring på afgørelsen;mf-forklaring-paa-afg
MF - Forsikringsselskab;mf-forsikringsselskab
MF - Fuldmagt;mf-fuldmagt
MF - Skriv hans eller hendes;mf-hans-el-hendes
MF - Henvendelseskanal;mf-henvendelseskanal
MF - Skriv hvad borger har henvendt sig om;mf-henvendelsesaarsag
MF - Skriv hvad fuldmagten omfatter;mf-hvad-fuldmagten-omfatter
MF - Ikke medhold i;mf-ikke-medhold-i
MF - Skriv indsæt begrundelse for ændring og beregning;mf-indsaet-begrundelse-for-aendring-og-beregning
MF - Indsæt navn og adresse på udenlandsk myndighed;mf-indsaet-navn-og-adresse-paa-udenlandsk-myndighed
MF - Indsæt oplysninger fra excel fil;mf-indsaet-opl-excel-fil
MF - Skriv fx fortsat vil få udbetalt pension som enlig;mf-ingen-aendring
MF - Skriv eventuelle kommentarer;mf-kommentarer
MF - Skriv kort begrundelsen for undringen;mf-kort-begrundelse-for-undringen
MF - Lægeerklæring;mf-laegeerklaering
MF - Lægges vægt på;mf-laegges-vaegt-paa
MF -Lav god/ond-trosvurdering;mf-lav-god-ond-trosvurdering
MF - Lovgrundlag for afgørelserne;mf-lovgrundlag-for-afgoerelserne
MF - Navn;mf-navn
MF - Skriv hvad der er modtaget;mf-oplysninger-modtaget
MF - Skriv hvilken type oplysninger det drejer sig om;mf-oplysningstype
MF - Opvarmningsform;mf-opvarmningsform
MF - Partshøringsgrundlag;mf-partshoeringsgrundlag
MF - Pensionistens bemærkninger;mf-pensionistens-bemaerkninger
MF - Periode;mf-periode
MF - Særlige forhold optjeningstiden;mf-saerlige-forhold-optj-tiden
MF - Se instruks vurder om der kræves tilbagebetaling og juster tekst;mf-se-instruks-vurder-om-der-kraeves-tilbagebetaling-juster-tekst
MF - Sendte dig brev eller ringede;mf-sendte-dig-brev-eller-ringede
MF - Skriv sidste dag i den samlede reguleringsperiode;mf-sidste-dag-samlede-reguleringsperiode
MF - Skift modtager til myndighed;mf-skift-modtager-til-myndighed
MF - Skriv 13, hvis FOP og 21 hvis FØP;mf-skriv-13-fop-21-foep
MF - Skriv adresse;mf-skriv-adresse
MF - Skriv afdødes cpr. nr.;mf-skriv-afdoedes-cpr
MF - Skriv afdødes navn;mf-skriv-afdoedes-navn
MF - Skriv afgørelse og konsekvenser;mf-skriv-afgoerelse-og-konsekvenser
MF - Skriv afklarede spørgsmål;mf-skriv-afklarede-spoergsmaal
MF - Antal;mf-skriv-antal
MF - Skriv antal dage;mf-skriv-antal-dage
MF - Skriv antal dunke;mf-skriv-antal-dunke
MF - Skriv antal liter;mf-skriv-antal-liter
MF - Skriv antal måneder fra andet punkt;mf-skriv-antal-mdr-fra-andet-punkt
MF - Skriv antal måneder fra første punkt;mf-skriv-antal-mdr-fra-foerste-punkt
MF - Skriv antal måneder;mf-skriv-antal-maaneder
MF - Antal timer;mf-skriv-antal-timer
MF - Skriv antal år;mf-skriv-antal-aar
MF - Skriv arbejdsgiver;mf-skriv-arbejdsgiver
MF - Skriv argumenter;mf-skriv-argumenter
MF - Art på det sendte;mf-skriv-art-paa-det-sendte
MF - Skriv begrundelsen;mf-skriv-begrundelse
MF - Skriv begrundelse for stop af pension;mf-skriv-begrundelse-for-stop-af-pension
MF - Skriv begrundelse - se instruks;mf-skriv-begundelse-se-instruks
MF - Skriv besked;mf-skriv-besked
MF - Skriv borgers kommentarer eller 'Du har ikke besvaret vores henvendelse';mf-skriv-bg-kommentarer-eller-du-har-ikke-besvaret-vores-henvendelse
MF - Skriv Blanket eller blanketter;mf-skriv-blanket-blanketter
MF - Skriv dit brev eller din e-mail;mf-skriv-brev-eller-email
MF - Skriv contains/contain;mf-skriv-contains-contain
MF - CPR og/eller ATP;mf-skriv-cpr-atp
MF - Skriv dato for afsendelse af tidligere brev;mf-skriv-dato-for-afsendelse-tidligere-brev
MF - Skriv de faktiske oplysninger;mf-skriv-de-faktiske-opl
MF - Skriv den eller de;mf-skriv-den-de
MF - Skriv den ydelse kommunen har udbetalt;mf-skriv-den-ydelse-kommunen-har-udbetalt
MF - Skriv dig/jer eller lignende;mf-skriv-dig-jer-el-lignende
MF - Skriv Din, ægtefælle, samlever;mf-skriv-din-aegtefaelle-samlever
MF - Skriv 'your' eller lignende;mf-skriv-din-el-lign-eng
MF - Skriv 'your' eller navn;mf-skriv-din-el-navn-eng
MF - Skriv din mor eller far;mf-skriv-din-mor-far
MF - Skriv dit navn;mf-skriv-dit-navn
MF - Skriv document/documents;mf-skriv-document-documents
MF - Skriv The document is/The documents are;mf-skriv-document-is-documents-are
MF - Skriv dokument(-er);mf-skriv-dokument-er
MF - Skriv dokumentet (-erne);mf-skriv-dokumentet-erne
MF - Skriv Du/I eller lignende;mf-skriv-du-i-el-lign
MF - Engelsk dato;mf-skriv-engelsk-dato
MF - Skriv 'er stukket af' eller 'ikke er mødt op';mf-skriv-er-stukket-af-eller-ikke-er-moedt-op
MF - Skriv eventuelt 'all';mf-skriv-eventuelt-all
MF - Skriv eventuelt 'alle';mf-skriv-eventuelt-alle
MF - Skriv evt. ’Vi mener ikke, at det kan føre til en ændret vurdering’;mf-skriv-evt-vi-mener-ikke-at-det-kan-foere-til-en-aendret-vurdering
MF - Skriv formuegrænsen for året det vedrører;mf-skriv-formuegraensen-for-aaret-det-vedroerer
MF - Skriv fraflytningsdato;mf-skriv-fraflytningsdato
MF - Skriv hvad der ønskes, fx Journaludskrift, epikrise eller lign;mf-skriv-fx-journaludskrift-epikrise-eller-lign
MF - Ham/hende;mf-skriv-ham-el-hende
MF - Skriv han eller hun;mf-skriv-han-el-hun
MF - skriv 'he' eller 'she';mf-skriv-he-eller-she
MF - Skriv årsag til henvisning til vejledning i kommunen;mf-skriv-henvisningsaarsag
MF - Skriv 'him' eller 'her';mf-skriv-him-her
MF - Skriv hvad der gives medhold i;mf-skriv-hvad-der-gives-medhold-i
MF -Skriv hvad der ikke har været ret til;mf-skriv-hvad-der-ikke-har-vaeret-ret-til
MF - Skriv hvad vi har lagt vægt på;mf-skriv-hvad-vi-har-vaegtet
MF - Skriv hvem der udbetaler;mf-skriv-hvem-der-udbetaler
MF - Skriv hvilken indkomst;mf-skriv-hvilken-indkomst
MF - Skriv hvilke oplysninger vi har fået fra borger;mf-skriv-hvilke-oplysninger-vi-har-faaet-fra-borger
MF - Skriv hvis borger skal sende en ansøgning efter de alm regler;mf-skriv-hvis-borger-skal-sende-ans
MF - Skriv hvor borger skal henvende sig og uddyb;mf-skriv-hvor-borger-skal-henvende-sig-og-uddyb
MF - Skriv hvorfor borger ikke vil søge;mf-skriv-hvorfor-borger-ikke-vil-soege
MF - Skriv hvorfor vi har ændret den tidligere afgørelse;mf-skriv-hvorfor-vi-har-aendret-den-tidligere-afgoerelse
MF - Skriv internt/interne;mf-skriv-internt-el-interne
MF - Skriv de juridiske betingelser uden paragraffer;mf-skriv-juridiske-betingelser-uden-para
MF - Skriv kommune;mf-skriv-kommune
MF - Skriv 'Kriminalpolitiet' eller 'Politiet';mf-skriv-kriminalpolitiet-eller-politiet
MF - Skriv myndighed;mf-skriv-myndighed
MF - Skriv myndighedens navn;mf-skriv-myndighedens-navn
MF - Skriv måned;mf-skriv-maaned
MF - Skriv måned og år;mf-skriv-maaned-og-aar
MF - Skriv navn på erstatning;mf-skriv-navn-paa-erstatning
MF - Skriv og din ægtefælle/samlever;mf-skriv-og-din-aegtefaelle-samlever
MF - Oplysningskilde;mf-skriv-oplysningskilde
MF - Skriv overskrift;mf-skriv-overskrift
MF - Skriv sæt X eller slet;mf-skriv-saet-x-eller-slet
MF - Skriv hvilken sag;mf-skriv-sag
MF - Skriv skibets navn;mf-skriv-skibets-navn
MF - Skriv slutdato;mf-skriv-slutdato
MF - Spørgsmål;mf-skriv-spr
MF - Spørgsmål 2;mf-skriv-spr2
MF - Skriv startdato;mf-skriv-startdato
MF - State pension eller disability pension;mf-skriv-state-pension-eller-disability-pension
MF - Skriv supplerende pensionskasse;mf-skriv-supp-pensionskasse
MF - Skriv svar på henvendelse;mf-skriv-svar-paa-henv
MF - Skriv tekst;mf-skriv-tekst
MF - Skriv tekst, fx advokat eller timeforbrug;mf-skriv-tekst-advokat-timeforbrug
MF - Skriv ‘that you have informed us about’ eller ‘that xx has informed us about’ hvis myndighed;mf-skriv-that-you-have-informed-eller-that-xx-has-informed
MF - Skriv tidligere brøk;mf-skriv-tidligere-broek
MF - Skriv tidligere år;mf-skriv-tidligere-aar
MF - Skriv tidl. ikke-efterreg. opgør.periode;mf-skriv-tidl-ikke-efterreg-opgoer-periode
MF - Skriv tillægsprocenten;mf-skriv-tillaegsprocenten
MF - Skriv Udbetaling Danmark eller kommune;mf-skriv-udk-eller-kommune
MF - Skriv udlændinge nr.;mf-skriv-udlaendinge-nr
MF - Ydelse;mf-skriv-ydelse
MF - Skriv ydelse fx disability pension eller elderly cheque;mf-skriv-ydelse-disability-pension-el-elderly-cheque
MF - Skriv your letter eller your e-mail;mf-skriv-your-lettter-your-email
MF - Skriv den årsag borger har oplyst;mf-skriv-aarsag-bg-har-oplyst
MF - Skriv årsagen til vores henvendelse;mf-skriv-aarsag-til-henv
MF - Årsag til omregning;mf-skriv-aarsag-til-omregning
MF - Skriv årstal;mf-skriv-aarstal
MF - Slet hvis FOP ansøgning;mf-slet-hvis-fop-ansoegning
MF - Slet punkter;mf-slet-punkter-du-ikke-har-brug-for
MF - Start indeværende opgørelsesperiode;mf-start-indevaerende-opgperiode
MF - Skriv tidl. efterreg.opgør.periode el. krav før 2015;mf-tidl-efterreg-opgoer-periode-el-krav-foer-2015
MF - Tidligere arbejdsområde;mf-tidligere-arbejdsomraade
MF - Skriv Tilføj/ret eventuelt lovgrundlag – se instruks;mf-tilfoej-ret-eventuelt-lovgrundlag-se-instruks
MF - Uddyb eventuelt begrundelsen;mf-uddyb-eventuelt-begrundelsen
MF - Udfyld felt;mf-udfyld-felt
MF - Skriv undring;mf-undring
MF - Skriv varmetillægsopgørelsesperiodens slutdato;mf-varmetillopgoerperiodens-slutdato
MF - Skriv varmetillægsopgørelsesperiodens startdato;mf-varmetillopgoerperiodens-startdato
MF - Skriv your/your spouse’s/your cohabitant’s;mf-your-spouse-cohibatant
MF - Skriv hvad der klages over;m-hvad-klages-der-over
MF - Skriv kommune eller lignende;m-kommune-eller-lignende
MF - Løn, efterløn eller pension m.m.;m-loen-efterloen-el-pension-mm
MF - Skriv myndighed eller navn på den der har afgivet oplysning;m-myndighed-eller-navn-paa-den-med-opl
MF - Skriv hvilke oplysninger vi mangler;m-oplysninger-der-mangler
MF - Skriv resultat af afgørelsen;m-resultat-af-afg
MF - Skriv begrundelsen for afgørelsen;M-skriv-begrundelse-for-afg
MF - Skriv land;m-skriv-land
MF - Skriv lovgrundlag;M-skriv-lovgrundlag
MF - Skriv nationalitet;m-skriv-nationalitet
MF - Skriv ydelse fx førtidspension eller ældrecheck;M-skriv-ydelse
MF - Skriv telefonsamtale eller brev;m-telefonsamtale-eller-brev
MF - Skriv årstal;m-aarstal
Navn og modtager;Navn-Modtager
porEjSkattepligtBevYdelser;porEjSkattepligtBevYdelser
SUPP_Eng;SUPP_Eng
t_EjSkattepligtBevYdelser;t_EjSkattepligtBevYdelser
TA - Indkomstblanket;t_indkomstblanket
t_Overgang_Foep_Til_Fop;t_Overgang_Foep_Til_Fop
SkattepligtBevYdelser;t_SkattepligtBevYdelser
t1318_2;t1318_2
t1318_3;t1318_3
t2312_2312;t2312_2312
10 årigt ventetillæg hele pensionen;tab10aarigtVentetillaegHelePensionen
TArbejdsindkomst i efterreguleringsperioden;tabArbejdsindkomstIEfterreguleringsperioden
Efterbetaling;tabEfterbetaling
TEfterregulering – ingen regulering;tabEfterreguleringIngenRegulering
TEfterregulering - krav;tabEfterreguleringKrav
TEfterregulering - til gode;tabEfterreguleringTilgode
TSkattefri Aktieindkomster mv.;tabEjSkattepligtigAktieindkomstmv
TEj skattepligtig arbejdsindkomst;tabEjSkattepligtigArbejdsindkomst
TSkattefri kapitalindkomst;tabEjSkattepligtigKapitalindkomst
TEj skattepligtig personlig indkomst udover social pension;tabEjSkattepligtigPersIndkomstUdoverSocPen
TA - tabel_ud_bevillingsaar_to_ind_aar;tabel_ud_bevillingsaar_to_ind_aar
tabelreguleringvarmetillaeg;tabelreguleringvarmetillaeg
Engangstillæg og 10 årigt ventetillæg pensionstillæg;tabEngangstillaegOg10aarigtVentetillaegPensionstillaeg
En opgørelsesperiode og gift;tabEnOpgoerelsesperiodeOgGift
En opgørelsesperiode og samlevende;tabEnOpgoerelsesperiodeOgSamlevende
Førtidspension indregning, afrundet;tabFOEPIndregningAfrundet
TFOP - ret til varmetillæg på mindst 0 kr. i efterreguleringsperioden;tabFopRetTilVarmetillaegPaaMindst0KrIEfterreguleringsperioden
TGl FØP - ret til varmetillæg på mindst 0 kr. i efterreguleringsperioden;tabGlFoepRetTilVarmetillaegPaaMindst0KrIEfterreguleringsperioden
Grundbeløb afrundet;tabGrundbeloebAfrundet
Grundbeløb afrundet, nedsat bopælstid;tabGrundbeloebAfrundetNedsatBopaelstid
Grundbeløb indregning, afrundet;tabGrundbeloebIndregningAfrundet
Grundbeløb ingen indregning;tabGrundbeloebIngenIndregning
TIkke ret til mediecheck i efterreguleringen, tidligere bevilget;tabIkkeRetTilMedieCheckIEfterreguleringen
Livslangt ventetillæg;tabLivslangtVentetillaeg
TMediecheck i efterreguleringen;tabMedieCheckIEfterreguleringen
TNy efterregulering og tidligere udbetalt beløb;tabNyEfterreguleringOgTidligereUdbetaltBeloeb
Opgørelsesperiode anden dato end 1/1;tabOpgoerelsesperiodeAndenDatoEnd11
Opgørelsesperiode anden dato end 1/1 og halvdelsregel større end særregel;tabOpgoerperiodeAndenDatoEnd11HalvdelsreglStoerreEndSaerregl
Opgørelsesperiode anden dato end 1/1 og halvdelsregel mindre end særregel;tabOpgperiodeAndenDatoEnd11OgHalvdelsregelMindreEndSaerregel
Opgørelsesperiode Startdato;tabOpgperiodeStartdato
TPensionist og samlever, virksomhedsordningen eller kapitalafkastordningen;tabPensionistOgSamleverVirksomhedsEllerKapitalafkastordningen
TPensionist, virksomhedsordningen/kapitalafkastordningen;tabPensionistVirksomhedsordningenKapitalafkastordningen
Pensionstillæg afrundet;tabPensionstillaegAfrundet
Pensionstillæg afrundet, nedsat bopælstid;tabPensionstillaegAfrundetNedsatBopaelstid
Pensionstillæg henstår;tabPensionstillHenstaar
Pensionstillæg nedsat med brøkpension;tabPensionstillNedsatMedBroekpension
Pensionstillæg indregning, afrundet;tabPenstillaegIndregningAfrundet
Personlig indkomst er negativ;tabPersIndkNegativ
Personlig indkomst er negativ;tabPersonligIndkErNegativ
Personlig indkomst er negativ og borger er ikke gift;tabPersonligIndkErNegativBgEjGift
Personlig indkomst er negativ;tabPersonligIndkomstErNegativ
Tillægsprocent 0;tabPersTillprocent0
TRet til mediecheck i efterreguleringen;tabRetTilMedieCheckIEfterreguleringen
TSamlever aktieindkomster mv.;tabSamleverAktieindkomstmv
TSamlever arbejdsindkomst;tabSamleverArbejdsindkomst
TSamlever betaler ikke SKAT af beløbet;tabSamleverBetalesIkkeSKATAfBeloebet
TSamlever betaler skat af beløbet;tabSamleverBetalesSKATAfBeloebet
TSamlever skattefri Aktieindkomster mv.;tabSamleverEjSkattepligtigAktieindkomstmv
TSamlever ej skattepligtig arbejdsindkomst;tabSamleverEjSkattepligtigArbejdsindkomst
TSamlever skattefri kapitalindkomst;tabSamleverEjSkattepligtigKapitalindkomst
TSamlever ej skattepligtig personlig indkomst udover social pension;tabSamleverEjSkattepligtigPersIndkomstUdoverSocPen
Samlever er ikke død;tabSamleverErIkkeDoed
TSamlever har CPR nr.;tabSamleverHarCprNr
TSamlever kapitalindkomst;tabSamleverKapitalindkomst
TPersonlig indkomst for samlever udover social pension;tabSamleverPersIndkomstUdoverSocPen
Samlevers indkomst uændret;tabSamleversIndkomstUaendret
TSamlever, virksomhedsordningen/kapitalafkastordningen;tabSamleverVirksomhedsordningenKapitalafkastordningen
Tilmeldt SUPP;tabSupp
Tidligere 10 årigt ventetillæg hele pensionen;tabTidligere10aarigtVentetillaegHelePensionen
Tidligere 10 årigt ventetillæg pensionstillæg;tabTidligere10aarigtVentetillaegPensionstillaeg
Tilgodehavende pension fra afdød ægtefælle;tabTilgodehavendePensionFraAfdoedaegtefaelle
Tillægsprocent nedsat;tabTillpctNedsat
Tilmeldt ATP-bidrag;tabTilmeldtAtpBidrag
Udbetaling af varmetillæg;tabUdbetalingAfVarmetillaeg
Varmekomp. ændret;tabVarmekompAendret
Varmekomp. bortfalder;tabVarmekompBortfalder
Varmekomp. nyt;tabVarmekompNyt
Varmetillæg 0kr;tabVarmetillaeg0Kr
Varmetillæg efter varmekomp. større end 0 kr.;tabVarmetillaegEfterVarmekompStoerreEnd0
Flere opgørelsesperioder;tabVarmetillaegFlereOpgoerelsesperioder
10-årig venteprocent hele pensionen seneste periode;taf10aarigVenteprocentHelePensionenSenestePeriode
tab Varmetillæg Større end 0 kr.;tabVarmetillaegStoerreEnd0
Udskudt - 10 årig Venteprocent hele pensionen tidligere periode;taf10aarigVenteprocentHelePensionenTidligerePeriode
10 årig venteprocent hele pensionen seneste periode;taf10aarigVenteprocentHelePeriodenSenestePeriode
10-årig venteprocent pensionstillæg seneste periode;taf10aarigVenteprocentPensionstillaegSenestePeriode
Ægtefælle/samlever;tafAegtefaelleEllerSamlever
TÆldrecheck Brutto;tafAeldrecheckBrutto
Antal dage tilgodehavende;tafAntalDageTilgodehavende
A-skat;tafAskat
Samlet brutto med efterlevelsespension;tafBeloebSamletBruttoMedEfterlevelsespension
Samlet skattpl. regulering brutto;tafBeloebSamletSkattepligtigReguleringBrutto
Tilgodehavende pension afdød;tafBeloebTilgodehavendePensionAfdoed
taf Varmetillæg Beregningsgrundlag øvre grænse;tafBeregningsgrundlagOevreGraense
TVarmetillæg Beregningsgrundlag varmekilde;tafBeregningsgrundlagVarmekilder
taf Varmetillæg Beregningsgrundlag varmekilder i alt;tafBeregningsgrundlagVarmekilderIAlt
TOptjeningsprocent;tafBopaelstidOptjeningsprocent
Bopælsår;tafBopaelsaarBopaelsatid
Optjeningsprocent;tafBopaelsaarOptjeningsprocent
FOP;tafBundfradragFOP
1.dag i kommende udbetalingsmåned;tafDato1IKommendeMaaned
Ny brøk;tafDatoNyBroek
Disp.dato 1. udbetaling efterlevelsespension;tafDispDato1UdbetalingEfterlevelsespens
TERF Antal måneder året ud;tafEfrAntalMaanderAaretUd
TEFR beløb Forskel i alt periode;tafEfrBeloebForskelIAltPeriode
TEFR beløb Tidligere udbetalt;tafEfrBeloebTidligereudbetalt
EFR beløb Udbetalt i alt periode;tafEfrBeloebUdbetaltIAltPeriode
TEFR Førtidspension brutto periode;tafEfrFoepBruttoPeriode
TEFR Grundbeløb brutto periode;tafEfrGrundbeloebBruttoPeriode
TEFR Mediecheck Sats;tafEfrMediecheckSats
TEFR Pensionstillæg brutto periode;tafEfrPensionstillaegBruttoPeriode
TEFR Personlig tillægsprocent Efterregulering;tafEfrPersonligTillaegsprocentEfterregulering
TEFR Udskudt – 10 årig Ventetillæg hele pensionen seneste periode, for opgørelsesperioden brutto;tafEfrUds10AarigVentetillHelePensSenestePeriodeForOpgPeriodeBrutto
TEFR Udskudt – 10 årig Ventetillæg hele pensionen tidligere periode, for opgørelsesperioden brutto;tafEfrUds10AarigVentetillHelePenTidlPeriodeForOpgPeriodenBrutto
TEFR Udskudt – 10 årig Ventetillæg pensionstillæg tidligere periode, for opgørelsesperioden brutto;tafEfrUds10AarigVentetillPensTidlPeriodeForOpgPeriodenBrutto
TUdskudt – 10 årig Ventetillæg pensionstillæg seneste periode, brutto periode;tafEfrUdskudt10AarigVentetillaegPensionstillaegSenestePeriodeBruttoPeriode
EFR Udskudt Gr.beløb + pens.till brutto periode;tafEfrUdskudtGrBeloebOgPenstillBruttoPeriode
